LoanAmount,AnnualIncome,MonthlyNetSalary,InterestRate,NumberOfLoan,NumberOfDelayedPayment,OutstandingDebt,DebtToIncomeRatio,MonthsOfCreditHistory,PaymentOfMinimumAmount,MonthlyInstallmentAmount,AmountInvestedMonthly,MonthlyBalance,CreditScore
1403.83,91642.4,7468.87,6,1,8,543.2,7.11,310,0,42.04,126.26,818.59,749
2405.69,7109.18,536.43,16,3,17,2098.55,354.23,209,1,17.22,36.51,289.92,506
2379.91,7109.18,536.43,16,3,14,2098.55,354.23,211,1,17.22,52.29,264.14,333
1953.07,65793.66,5616.81,11,4,19,1494.35,27.26,143,1,113.28,362.97,345.44,736
1864.65,65793.66,5616.81,11,4,18,1494.35,27.26,149,1,113.28,461.39,257.02,687
724.44,8317.35,678.11,9,2,17,457.13,65.95,229,1,11.47,90.5,255.84,699
580.48,43655.04,3794.92,5,4,3,97.41,2.68,353,0,131.24,146.43,351.83,308
75855.08,101977.44,8475.12,20,6,21,393.75,4.63,105,1,75119,396.77,342.33,821
961.95,101977.44,8475.12,20,6,19,393.75,4.63,106,1,398.41,559.31,169.79,588
1337.15,101977.44,8475.12,20,6,19,393.75,4.63,110,1,398.41,144.11,544.99,616
893.75,102080.46,8299.71,10,4,15,89.98,1.06,288,1,223.4,276.2,580.37,800
557.38,102080.46,8299.71,10,4,15,89.98,1.06,290,1,223.4,642.58,244,745
1038.21,102080.46,8299.71,10,4,13,89.98,1.06,291,1,223.4,121.74,724.83,830
2897.29,16497.78,1291.81,22,2,17,2532.71,184.22,203,1,16.49,14.6,348.09,630
1174.94,107275.71,9188.64,6,0,8,174.76,1.95,206,0,0,178.68,1000.18,554
579,107275.71,9188.64,6,0,10,174.76,1.95,212,0,0,794.63,404.24,595
1836.96,24018.71,1799.56,5,3,14,1440.63,71.98,323,0,43.67,53.63,352.66,834
1089.18,107458.2,8698.85,7,1,10,244.5,2.73,387,0,89.41,275.21,755.27,609
1259.22,107458.2,8698.85,7,1,7,244.5,2.73,390,0,89.41,95.17,925.31,537
1031.11,17161.57,1585.13,9,4,11,743.2,51.97,203,0,47.25,140.59,240.66,681
1114.97,17161.57,1585.13,9,4,10,743.2,51.97,204,1,47.25,26.74,324.52,658
961.23,40198.96,3424.91,10,2,17,530.04,15.82,333,0,39.96,181.3,391.23,833
1075.2,40198.96,3424.91,10,2,18,530.04,15.82,336,0,39.96,37.33,505.2,804
4082.18,39242.58,3332.22,27,5,16,3861.66,118.09,74,1,110.12,402.7,110.4,353
4355.72,39242.58,3332.22,27,5,16,3861.66,118.09,76,1,110.12,79.17,383.94,422
4175.73,39242.58,3332.22,27,5,16,3861.66,118.09,78,1,110.12,309.16,203.95,498
1108.65,31645.66,2676.14,4,2,14,807.06,30.60,318,0,34.26,256.02,267.33,573
1165.24,31645.66,2676.14,4,2,14,807.06,30.60,319,0,34.26,179.44,323.92,577
2216.79,92428.83,7799.4,17,0,22,1396.62,18.13,312,1,0,219.77,820.17,368
1680.46,92428.83,7799.4,17,0,17,1396.62,18.13,314,1,0,776.1,283.84,812
2181.87,41925.32,3442.84,17,4,12,1450.92,41.53,228,1,364.01,150.46,366.94,471
1218.26,91717.32,7577.78,7,2,21,1.48,0.02,367,0,425.25,87.16,791.53,615
746.23,12723.33,1183.28,13,3,7,387.78,36.57,262,0,29.27,49.87,329.18,726
709.14,12723.33,1183.28,13,3,10,387.78,36.57,265,0,29.27,56.96,292.09,661
44000.2,12062.27,1195.19,13,3,16,1334.81,132.79,230,1,42330,22.72,335.39,685
1573.95,79367.94,6536,9,0,15,1137.41,17.20,274,1,0,497.06,436.54,768
1851.16,79367.94,6536,9,0,17,1137.41,17.20,278,1,0,199.85,713.75,786
1863.85,84374.12,7204.18,9,3,11,1000.76,14.23,266,1,145.23,107.33,717.86,850
1827.86,103049.46,8408.46,6,3,6,849.98,9.90,214,0,255.21,102.97,722.67,477
586.9,32218.68,2813.89,5,1,9,94.27,3.51,204,0,24.03,28.76,468.6,555
581.11,32218.68,2813.89,5,1,9,94.27,3.51,207,0,24.03,34.55,462.81,554
757.99,22032.74,2079.06,18,3,17,355.4,19.36,239,1,45.84,75.32,356.75,779
741.81,22032.74,2079.06,18,3,17,355.4,19.36,243,1,45.84,91.5,340.57,724
513.18,19514.52,1874.21,10,2,13,170.66,10.49,260,1,20.23,114.9,322.29,824
866.36,87070,7295.83,10,0,12,381.06,5.25,303,1,0,534.28,485.3,771
913.77,87070,7295.83,10,0,12,381.06,5.25,304,1,0,466.88,532.71,824
1184.85,87070,7295.83,10,0,12,381.06,5.25,305,1,0,165.79,803.79,766
1710.6,27347.9,2499.99,7,1,9,1274.89,55.94,148,1,13.31,74.3,422.4,816
1746.49,27347.9,2499.99,7,1,9,1274.89,55.94,150,1,13.31,28.4,458.29,716
1671.14,27347.9,2499.99,7,1,8,1274.89,55.94,152,1,13.31,103.75,382.94,811
2589.26,47899.86,3852.66,23,4,12,2359.68,59.12,142,1,137.98,445.69,91.6,491
2766.08,47899.86,3852.66,23,4,11,2359.68,59.12,144,1,137.98,238.87,268.42,764
2854.14,47899.86,3852.66,23,4,13,2359.68,59.12,146,1,137.98,140.81,356.48,459
2918.91,47899.86,3852.66,23,4,12,2359.68,59.12,148,1,137.98,76.04,421.25,447
1730.74,40492.58,3275.38,28,7,17,1442.56,42.75,112,0,177.82,319.36,110.36,374
2743.63,20334.43,1541.54,21,3,12,2400.74,141.68,233,1,45.71,91.26,297.18,338
2721.89,20334.43,1541.54,21,3,14,2400.74,141.68,235,1,45.71,123.01,275.44,306
2757.88,20334.43,1541.54,21,3,13,2400.74,141.68,237,1,45.71,37.02,311.43,379
1227.54,33409.33,2529.11,5,3,11,812.01,29.17,241,1,46.13,107.38,369.4,304
1159.62,33409.33,2529.11,5,3,12,812.01,29.17,244,1,46.13,195.3,301.48,484
2259.46,15551.6,1315.97,13,6,10,1901.28,146.71,185,1,39.56,63.42,318.62,816
2214.05,15551.6,1315.97,13,6,10,1901.28,146.71,187,1,39.56,108.83,273.21,850
2241.11,15551.6,1315.97,13,6,11,1901.28,146.71,190,1,39.56,71.76,300.27,801
2258.02,15551.6,1315.97,13,6,10,1901.28,146.71,192,1,39.56,64.86,317.18,835
2259.22,56714.52,4561.21,29,4,18,1796.88,38.02,217,1,165.34,283.79,297,781
1810.75,100058.19,8529.18,5,4,18,1109.15,13.30,192,1,320.77,411.32,380.83,549
1673.4,86676.39,7198.03,5,7,22,1066.91,14.77,99,1,453.7,393.31,152.79,781
1941.72,86676.39,7198.03,5,7,19,1066.91,14.77,101,1,453.7,84.99,421.11,688
1973.75,86676.39,7198.03,5,7,19,1066.91,14.77,106,1,453.7,52.96,453.14,836
676.97,26281.03,2440.09,16,3,20,267.49,12.21,190,1,46.43,94.53,363.05,636
709.02,26281.03,2440.09,16,3,23,267.49,12.21,192,1,46.43,52.48,395.1,649
618.76,26281.03,2440.09,16,3,20,267.49,12.21,197,1,46.43,152.74,304.84,822
4625.27,14407.92,913.66,30,6,21,4283.59,356.77,9,1,67.22,39.68,274.46,758
1119.84,22332.29,1977.02,14,3,6,716.83,38.52,333,0,34.54,44.69,368.47,589
4656.18,15964.31,1229.36,22,5,20,4375.21,328.87,49,1,54.02,121.96,226.95,765
4683.76,15964.31,1229.36,22,5,20,4375.21,328.87,52,1,54.02,74.38,254.53,759
4670.66,15964.31,1229.36,22,5,20,4375.21,328.87,53,1,54.02,107.48,241.43,698
1431.83,43452.15,3864.01,7,5,9,859.42,23.73,116,1,155.26,73.99,417.15,761
1451.85,43452.15,3864.01,7,5,6,859.42,23.73,120,1,155.26,33.97,437.17,778
1354.75,43452.15,3864.01,7,5,9,859.42,23.73,121,1,155.26,141.07,340.07,668
1268.53,43452.15,3864.01,7,5,9,859.42,23.73,123,1,155.26,247.29,253.85,758
1859.67,86763.16,7138.26,9,6,13,959.9,13.28,109,1,324.06,54.05,575.71,382
789.13,29901.97,2462.83,7,2,9,319.85,12.84,265,0,42.43,27,426.85,799
2730.9,36963.52,2902.29,23,8,27,2518.8,81.77,160,0,203.6,368.13,8.5,492
2994.94,36963.52,2902.29,23,8,25,2518.8,81.77,161,1,203.6,54.09,272.54,467
2945.71,36963.52,2902.29,23,8,25,2518.8,81.77,162,1,203.6,113.32,223.31,364
1586.94,18235.61,1313.63,9,2,14,1259.92,82.91,118,1,22.99,94.34,304.03,347
1682.15,55916.52,4597.71,5,4,14,1069.61,22.95,319,1,103.07,97.24,509.47,720
1977.36,45139.08,3535.59,19,6,22,1419.66,37.74,171,0,153.45,35.86,404.25,766
2209.1,9589.55,697.13,33,6,18,1907.73,238.73,66,1,25.25,58.35,276.12,487
2242.95,9589.55,697.13,33,6,18,1907.73,238.73,70,1,25.25,24.49,309.97,425
2200.06,9589.55,697.13,33,6,15,1907.73,238.73,71,1,25.25,67.38,267.08,685
1777.67,16644.37,1677.03,28,2,24,1415.11,102.02,216,1,16.25,75.14,346.31,352
1806.64,16644.37,1677.03,28,2,24,1415.11,102.02,217,1,16.25,16.17,375.28,383
1801.41,16644.37,1677.03,28,2,24,1415.11,102.02,218,1,16.25,31.4,370.05,388
1766.72,16644.37,1677.03,28,2,23,1415.11,102.02,220,1,16.25,76.09,335.36,440
1600.81,108337.32,8474.98,20,4,14,434.61,4.81,362,1,806.6,542.04,359.6,616
1784.89,108337.32,8474.98,20,4,14,434.61,4.81,363,1,806.6,347.96,543.68,624
862.77,29365.12,2524.09,12,1,14,463.57,18.94,310,0,21.52,103.21,377.68,571
845.17,29365.12,2524.09,12,1,11,463.57,18.94,311,0,21.52,160.81,360.08,745
721.71,29365.12,2524.09,12,1,11,463.57,18.94,313,0,21.52,284.27,236.62,623
2131.85,64613.32,5232.44,33,5,18,1522,28.27,128,1,235.44,193.4,374.41,513
2186.52,64613.32,5232.44,33,5,18,1522,28.27,129,1,235.44,138.72,429.08,636
2176.04,64613.32,5232.44,33,5,18,1522,28.27,130,1,235.44,109.21,418.6,781
2094.01,64613.32,5232.44,33,5,18,1522,28.27,131,1,235.44,201.24,336.57,672
1165.69,163380.76,13446.06,10,2,0,340.43,2.50,247,0,198.63,779.34,626.63,336
2030.1,31323.88,2438.32,16,7,20,1620.94,62.10,153,1,135.04,104.68,274.12,324
1888.19,31323.88,2438.32,16,7,20,1620.94,62.10,157,1,135.04,266.59,132.21,491
2059.46,31323.88,2438.32,16,7,19,1620.94,62.10,158,1,135.04,45.32,303.48,503
2383.56,7476.3,636.03,27,2,11,2085.35,334.71,149,0,9.72,15.39,288.49,453
2382.79,7476.3,636.03,27,2,10,2085.35,334.71,151,1,9.72,56.17,287.72,360
2379.53,7476.3,636.03,27,2,10,2085.35,334.71,155,1,9.72,39.42,284.46,737
1546.73,18407.68,1685.97,4,4,7,1199.21,78.18,200,0,36.33,81.08,311.19,825
516.53,19620.3,1866.03,14,3,11,168,10.28,204,1,36.97,98.07,311.56,636
553.06,19620.3,1866.03,14,3,8,168,10.28,207,1,36.97,51.55,348.09,819
1697.38,30081.37,2333.78,3,1,12,1421.99,56.73,361,0,13.67,247.99,261.72,708
5590.37,50043.27,4132.27,31,8,24,4998.07,119.85,78,1,184.88,80.93,407.42,718
611.23,18957.37,1637.78,3,2,2,288.32,18.25,210,0,30.63,100.87,292.28,637
648.16,18957.37,1637.78,3,2,1,288.32,18.25,212,0,30.63,63.94,329.21,794
2327.49,132473.04,10889.42,9,2,7,1412.35,12.79,393,0,119.44,423.8,795.7,623
2477.65,132473.04,10889.42,9,2,5,1412.35,12.79,396,0,119.44,273.64,945.86,752
1490.05,33616.73,2828.39,10,1,3,1267.26,45.24,359,0,24.11,350.05,198.68,849
1971,19267.17,1531.6,26,6,12,1732.19,107.88,161,1,77.63,204.35,161.18,715
1985.98,19267.17,1531.6,26,6,12,1732.19,107.88,164,1,77.63,189.37,176.16,375
1520.89,123306.12,10321.51,9,1,10,827.59,8.05,304,0,77,628.85,616.3,840
4377.27,7981.35,412.11,22,9,15,4064.57,611.11,9,1,57.93,18.51,254.77,514
53545.47,10987.94,1103.66,3,4,8,1384.32,151.18,386,0,51846,60.05,315.15,608
4536.54,2515109,3957.75,21,6,17,4082.37,1.95,31,1,227.45,231.61,226.72,376
1786.79,57765.42,4618.79,13,3,13,1276.72,26.52,156,1,124.55,241.81,385.52,797
2669.3,31736.14,2813.68,32,5,20,2296.23,86.82,239,1,121.35,178.3,251.72,327
2752.39,31736.14,2813.68,32,5,18,2296.23,86.82,240,1,121.35,115.21,334.81,509
2762.59,31736.14,2813.68,32,5,18,2296.23,86.82,243,1,121.35,75.01,345.01,428
2732.06,31736.14,2813.68,32,5,15,2296.23,86.82,246,1,121.35,115.54,314.48,361
1920.02,105997.47,8711.12,8,0,3,1023.62,11.59,395,0,0,214.72,896.4,624
2936.02,46563.27,3750.27,33,2,24,2390.74,61.61,134,1,64.73,79.75,480.55,424
2890.95,46563.27,3750.27,33,2,24,2390.74,61.61,141,0,64.73,124.82,435.48,746
2349.86,91308.16,7781.01,17,3,12,1382.62,18.17,393,1,217.26,50.86,749.98,847
78910.95,91308.16,7781.01,17,3,12,1382.62,18.17,394,1,76909,191.51,619.33,764
1750.54,91308.16,7781.01,17,3,12,1382.62,18.17,396,0,217.26,680.18,150.66,611
2122.77,91308.16,7781.01,17,3,12,1382.62,18.17,398,1,217.26,317.95,522.89,578
2032.79,74268.2,6186.02,15,2,19,1764.61,28.51,161,1,77.65,640.42,190.53,807
2449.47,74268.2,6186.02,15,2,20,1764.61,28.51,168,1,77.65,213.74,607.21,624
1268.93,86092.12,6929.34,14,1,19,707.95,9.87,301,0,64.04,411.95,496.94,835
1401.32,86092.12,6929.34,14,1,19,707.95,9.87,302,0,64.04,249.56,629.33,848
1532.13,86092.12,6929.34,14,1,19,707.95,9.87,303,0,64.04,118.76,760.14,823
1023.23,86092.12,6929.34,14,1,19,707.95,9.87,305,0,64.04,647.66,251.24,796
928.23,15952.79,1255.4,3,3,9,645.4,48.55,189,0,25.38,112.71,257.45,592
1007.81,15952.79,1255.4,3,3,9,645.4,48.55,192,0,25.38,23.12,337.03,554
2749.68,78999.96,6396.33,20,4,24,2062.79,31.33,110,1,138.26,202.75,548.63,473
2425.66,78999.96,6396.33,20,4,27,2062.79,31.33,117,1,138.26,566.76,224.61,440
1085.64,34107.42,3000.29,17,2,15,884.77,31.13,199,1,44.54,389.16,156.33,800
1366.2,34107.42,3000.29,17,2,15,884.77,31.13,201,1,44.54,58.6,436.89,801
1372.23,34107.42,3000.29,17,2,15,884.77,31.13,203,1,44.54,102.57,442.92,380
1316.06,34107.42,3000.29,17,2,18,884.77,31.13,204,1,44.54,128.74,386.75,442
1376.26,34107.42,3000.29,17,2,15,884.77,31.13,205,1,44.54,48.54,446.95,803
786.7,44360.46,3743.71,13,0,16,565.04,15.28,365,1,0,442.71,221.66,666
1298.38,38149.09,3121.09,8,3,7,821.91,25.85,232,0,90.32,105.64,386.15,532
1215.78,55229.64,4833.47,5,4,14,590.3,12.83,349,0,124.5,97.87,500.98,822
900.14,55229.64,4833.47,5,4,13,590.3,12.83,350,0,124.5,453.51,185.34,792
1215.23,55229.64,4833.47,5,4,15,590.3,12.83,353,0,124.5,108.42,500.43,842
2229.79,57786.18,4910.52,11,4,6,1693.68,35.17,237,1,167.89,204.95,368.22,372
2282.04,57786.18,4910.52,11,4,10,1693.68,35.17,238,1,167.89,182.7,420.47,346
2059.7,57786.18,4910.52,11,4,11,1693.68,35.17,241,1,167.89,395.04,198.13,840
2220.21,57786.18,4910.52,11,4,5,1693.68,35.17,242,1,167.89,254.52,358.64,774
1578.78,98917.23,8513.1,1,2,3,738.81,8.96,181,0,115.53,261.34,724.44,533
1707.54,98917.23,8513.1,1,2,3,738.81,8.96,184,0,115.53,132.58,853.2,618
1101.07,98917.23,8513.1,1,2,3,738.81,8.96,185,0,115.53,759.05,246.73,676
1691.65,98917.23,8513.1,1,2,0,738.81,8.96,187,0,115.53,138.47,837.31,604
1193.12,15803.96,1308,15,4,19,931.32,70.72,258,0,45.04,159,216.76,756
1240.52,15803.96,1308,15,4,19,931.32,70.72,260,1,45.04,81.6,264.16,789
1182.07,15803.96,1308,15,4,19,931.32,70.72,262,1,45.04,170.05,205.71,823
1299.36,13050.62,1090.55,20,2,22,1005.81,92.48,230,1,11.09,85.5,282.46,643
1347.2,13050.62,1090.55,20,2,19,1005.81,92.48,232,1,11.09,57.66,330.3,781
1326.22,13050.62,1090.55,20,2,16,1005.81,92.48,234,1,11.09,68.64,309.32,722
1798.16,40602.72,3177.56,14,3,12,1314.56,38.85,357,0,96.2,84.15,387.4,746
1718.01,40602.72,3177.56,14,3,12,1314.56,38.85,359,0,96.2,194.3,307.25,786
1760.49,40602.72,3177.56,14,3,11,1314.56,38.85,362,0,96.2,131.83,349.73,712
993.14,56370.98,4973.58,3,4,0,726.6,15.47,213,0,180.81,510.81,85.73,467
1010.9,56370.98,4973.58,3,4,0,726.6,15.47,214,0,180.81,493.06,103.49,381
1137.95,56370.98,4973.58,3,4,2,726.6,15.47,215,0,180.81,346.01,230.54,377
1173.31,56370.98,4973.58,3,4,0,726.6,15.47,218,0,180.81,340.65,265.9,463
1397.73,56370.98,4973.58,3,4,0,726.6,15.47,219,0,180.81,76.22,490.32,423
1707.26,64720.9,5559.41,2,3,1,1425.1,26.42,395,0,112.18,563.78,169.98,739
2014.7,64720.9,5559.41,2,3,1,1425.1,26.42,399,0,112.18,216.35,477.42,627
2157.52,19549.47,1897.12,25,7,14,1924.26,118.12,148,1,86.86,246.45,146.4,485
2306.54,19549.47,1897.12,25,7,14,1924.26,118.12,153,1,86.86,57.44,295.42,815
1892.9,27269.1,2437.43,9,1,14,1487.56,65.46,243,0,19.62,128.4,385.72,483
736.98,20871.24,1818.27,6,0,11,364.42,20.95,186,0,0,59.27,372.56,683
967.29,70099.04,6088.59,10,3,6,498.61,8.54,285,0,121.92,400.18,346.76,547
847.05,70099.04,6088.59,10,3,6,498.61,8.54,287,0,121.92,540.42,226.52,520
1080.12,70099.04,6088.59,10,3,7,498.61,8.54,288,0,121.92,287.35,459.59,620
1890.92,70099.04,5420.17,10,3,6,498.61,8.54,292,0,790.34,134.97,601.97,571
2860.61,9734.33,876.19,31,4,19,2558.01,315.34,161,1,17.85,45.02,284.75,334
2870.14,9734.33,876.19,31,4,19,2558.01,315.34,162,1,17.85,65.49,294.28,452
2876.26,9734.33,876.19,31,4,19,2558.01,315.34,165,1,17.85,39.36,300.4,710
399.65,35554.04,3096.84,9,4,1,89.93,3.04,374,0,76.63,269.97,233.09,338
436.2,35554.04,3096.84,9,4,0,89.93,3.04,376,0,76.63,243.41,269.64,391
574.91,35554.04,3096.84,9,4,1,89.93,3.04,379,0,76.63,74.7,408.35,517
1088.36,63658.26,5281.86,12,2,20,498.59,9.40,320,0,81.24,208.42,508.53,646
3252.95,74820.12,6511.01,27,5,17,2532,40.61,32,1,255.58,200.15,465.37,462
3183.74,74820.12,6511.01,27,5,17,2532,40.61,34,1,255.58,279.36,396.16,516
3153.03,74820.12,6511.01,27,5,17,2532,40.61,36,0,255.58,290.07,365.45,500
45946.69,74820.12,6511.01,27,5,17,2532,40.61,37,1,42827,47.83,587.69,319
3263.04,74820.12,6511.01,27,5,17,2532,40.61,38,1,255.58,160.06,475.46,344
1811.97,29462.18,2510.18,8,1,211,1477.96,60.20,280,0,16.71,187.01,317.3,798
1447.62,118111.08,10072.59,7,3,3,390.11,3.96,238,0,219.95,199.75,837.56,325
1310.48,118111.08,10072.59,7,3,3,390.11,3.96,240,0,219.95,356.89,700.42,364
922.88,118111.08,10072.59,7,3,4,390.11,3.96,241,0,219.95,754.49,312.82,471
1544.53,118111.08,10072.59,7,3,1,390.11,3.96,242,0,219.95,92.84,934.47,503
2239.76,10132.99,842.42,29,7,23,1933.63,228.99,177,1,45.3,38.11,260.83,728
2270.71,10132.99,842.42,29,7,23,1933.63,228.99,182,1,45.3,37.16,291.78,379
2551.44,53530.53,4315.88,26,7,17,1952.97,43.78,201,1,218.71,83.11,379.76,302
2510.97,53530.53,4315.88,26,7,20,1952.97,43.78,203,1,218.71,123.59,339.29,700
2251.65,8918.13,825.18,27,8,16,1912.96,257.40,123,1,39.81,33.83,298.88,515
2219.11,8918.13,825.18,27,8,16,1912.96,257.40,126,1,39.81,16.37,266.34,655
2202.31,8918.13,825.18,27,8,14,1912.96,257.40,130,1,39.81,53.17,249.54,645
5206.89,54275.88,4758.99,30,6,16,4569.66,101.03,159,1,192.17,78.67,445.06,505
5162.37,54275.88,4758.99,30,6,16,4569.66,101.03,160,1,192.17,173.19,400.54,475
4881.48,54275.88,4758.99,30,6,13,4569.66,101.03,165,1,192.17,444.08,119.65,437
4960.63,54275.88,4758.99,30,6,16,4569.66,101.03,166,1,192.17,374.93,198.8,445
2433.27,125047.24,10682.6,9,0,4,1223.02,11.74,323,0,0,98.01,1210.25,785
2111.83,125047.24,10682.6,9,0,4,1223.02,11.74,326,0,0,459.45,888.81,783
1623.11,125047.24,10682.6,9,0,4,1223.02,11.74,327,0,0,948.18,400.09,834
1474.59,125047.24,10682.6,9,0,4,1223.02,11.74,329,0,0,1106.69,251.57,785
1218.08,45403.1,3536.59,8,0,12,721.95,19.08,212,0,0,137.53,496.13,795
5252.61,8545.26,1008.11,31,6,21,4953.93,695.67,122,0,26.49,82.13,272.19,829
1528.41,110064.33,9095.03,5,2,21,456.58,4.98,260,0,136.94,77.67,934.89,734
66959.83,78290.36,6648.2,13,0,19,952.61,14.60,279,0,65237,144.6,770.22,670
1687.5,78290.36,6648.2,13,0,18,952.61,14.60,280,0,0,169.93,734.89,752
1607.88,78290.36,6648.2,13,0,18,952.61,14.60,281,0,0,279.55,655.27,802
1335.44,78290.36,6648.2,13,0,18,952.61,14.60,282,0,0,571.99,382.83,832
1801.76,78290.36,6648.2,13,0,21,952.61,14.60,283,0,0,55.66,849.15,747
2335.04,83330.32,7235.19,33,9,18,1538.13,22.15,210,1,342.24,166.61,454.67,469
1945.64,83330.32,7235.19,33,9,19,1538.13,22.15,213,1,342.24,596,65.27,350
2429.08,83330.32,7235.19,33,9,19,1538.13,22.15,216,1,342.24,72.56,548.71,702
397.5,8422.39,873.87,14,4,20,62.66,8.93,88,1,18.91,32.54,315.93,633
388.86,21367283,873.87,14,4,23,62.66,0.00,92,0,18.91,41.19,307.29,653
378.98,8422.39,873.87,14,4,20,62.66,8.93,94,1,18.91,61.06,297.41,673
1718.53,60781.48,5312.12,9,0,13,1078.74,21.30,287,0,0,141.42,639.79,550
1530.29,60781.48,5312.12,9,0,13,1078.74,21.30,292,0,0,359.66,451.55,560
1665.22,60781.48,5312.12,9,0,13,1078.74,21.30,294,0,0,224.74,586.48,610
1037.74,11855.82,943.99,17,1,10,735.37,74.43,209,1,5.71,62.03,296.66,720
1039.71,11855.82,943.99,17,1,10,735.37,74.43,214,1,5.71,80.05,298.63,386
1579.08,76208.52,6431.71,13,1,14,1068.66,16.83,266,1,35.84,402.75,474.58,748
1877.02,76208.52,6431.71,13,1,14,1068.66,16.83,267,1,35.84,74.82,772.52,727
1522.59,76208.52,6431.71,13,1,16,1068.66,16.83,272,1,35.84,479.24,418.09,823
1306.67,23088.35,1836.03,18,3,15,925.28,48.09,73,1,46.88,42.22,334.51,817
1458.26,60417.68,5237.81,18,1,9,1010.73,20.07,386,0,27.46,336.25,420.07,796
1641.61,60417.68,5237.81,18,1,9,1010.73,20.07,389,0,27.46,142.9,603.42,751
1692.91,60417.68,5237.81,18,1,9,1010.73,20.07,391,0,27.46,91.6,654.72,795
1532.6,33978.57,2685.55,6,3,9,1082.25,38.22,192,1,60.07,108.2,390.28,664
1368.36,33978.57,2685.55,6,3,12,1082.25,38.22,195,1,60.07,272.45,226.04,686
863.98,116721.18,9552.77,12,1,7,48.88,0.50,267,0,82.91,430.17,732.19,561
1048.96,116721.18,9552.77,12,1,6,48.88,0.50,271,0,82.91,205.2,917.17,564
834.32,35952.45,3174.04,16,2,10,517.01,17.26,193,1,59.04,270.09,258.27,781
1016.34,35952.45,3174.04,16,2,10,517.01,17.26,194,1,59.04,58.07,440.29,630
63607.73,35952.45,3174.04,16,2,9,517.01,17.26,197,1,62647,64.64,443.72,843
2093.5,7775.33,849.94,30,3,8,1766.86,272.69,117,0,17.5,38.36,309.14,333
2076.46,7775.33,849.94,30,3,8,1766.86,272.69,119,1,17.5,65.4,292.1,342
2037.97,7775.33,849.94,30,3,10,1766.86,272.69,120,1,17.5,103.88,253.61,316
1959.79,16803.61,1381.3,25,3,15,1664.82,118.89,187,1,22.37,113.17,272.6,341
2037.1,16803.61,1381.3,25,3,17,1664.82,118.89,191,1,22.37,45.85,349.91,640
2016.58,16803.61,1381.3,25,3,17,1664.82,118.89,194,1,22.37,76.37,329.39,313
2185.75,131235.75,11085.31,4,4,4,1048.29,9.59,267,0,343.3,211.07,794.16,557
1528.93,57827.1,5009.93,12,1,13,1153.03,23.93,203,1,35.12,405.09,340.78,828
1763.49,57827.1,5009.93,12,1,10,1153.03,23.93,204,1,35.12,140.53,575.34,761
626.32,26340.1,2476.01,15,3,13,221.86,10.11,213,0,62.08,103.14,342.38,582
5454.07,56604.96,4515.08,19,9,19,4870.27,103.25,35,1,374.14,147.7,209.66,383
1865.58,143741.2,12034.43,18,0,19,1073.37,8.96,282,1,0,671.23,792.21,785
2088.04,143741.2,12034.43,18,0,19,1073.37,8.96,283,1,0,468.77,1014.67,709
63699.61,143741.2,12034.43,18,0,20,1073.37,8.96,286,1,61264,81.21,1362.24,753
1185.65,46640.82,3824.74,13,3,17,816.11,21.00,355,0,75.54,302.94,294,644
1187.94,96910.48,7797.87,20,2,20,456.9,5.66,359,0,112.54,298.74,618.5,680
983.24,20790.09,2015.51,12,4,8,695.85,40.16,273,0,50.34,184.16,237.05,359
1029.11,20790.09,2015.51,12,4,7,695.85,40.16,274,0,50.34,138.29,282.92,371
1105.37,20790.09,2015.51,12,4,8,695.85,40.16,278,0,50.34,82.03,359.18,456
1031.55,20790.09,2015.51,12,4,8,695.85,40.16,279,0,50.34,155.85,285.36,495
326.95,21524.21,1720.68,17,2,9,16.45,0.92,340,1,35.05,131.57,275.45,727
399.55,21524.21,1720.68,17,2,9,16.45,0.92,341,1,35.05,58.97,348.05,843
384.69,21524.21,1720.68,17,2,6,16.45,0.92,345,1,35.05,93.82,333.19,713
2139.36,88481.16,7082.43,18,0,11,1343.5,18.22,319,0,0,152.38,795.86,689
2219.69,88481.16,7082.43,18,0,10,1343.5,18.22,320,1,0,72.05,876.19,772
1934.16,18244.44,1555.37,15,7,18,1580.95,103.98,191,1,66.99,72.33,286.22,339
1911.13,18244.44,1555.37,15,7,17,1580.95,103.98,195,1,66.99,115.36,263.19,451
1965.13,18244.44,1555.37,15,7,18,1580.95,103.98,197,1,66.99,61.36,317.19,425
2000.32,95999.44,7725.95,7,0,20,1090.59,13.63,277,0,0,112.87,909.73,779
1962.36,95999.44,7725.95,7,0,23,1090.59,13.63,278,1,0,140.83,871.77,692
1930.67,95999.44,7725.95,7,0,20,1090.59,13.63,281,1,0,202.51,840.08,543
1967.5,95999.44,7725.95,7,0,20,1090.59,13.63,284,1,0,145.69,876.91,650
1536.14,32012.4,2380.7,3,1,4,1097.83,41.15,318,0,20.64,89.76,417.67,610
1406.66,32012.4,2380.7,3,1,2,1097.83,41.15,320,0,20.64,219.23,288.19,567
1554.61,102412.35,8290.36,8,0,15,719.06,8.43,221,1,0,283.49,835.55,661
1542.41,102412.35,8290.36,8,0,17,719.06,8.43,225,1,0,285.68,823.35,652
1827.66,68988.68,5942.06,7,2,4,1106.06,19.24,381,0,101.36,122.61,620.24,392
1719.92,68988.68,5942.06,7,2,4,1106.06,19.24,383,0,101.36,270.35,512.5,771
